"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9675126","R-HSA-9675126","Diseases of mitotic cell cycle","17/2421","38/11287",0.447368421052632,2.08568664536186,3.50302220217567,0.00109997959696649,0.0143781771631198,0.0104198775462951,"119504/898/51343/7324/64682/595/1870/1019/1017/9134/1871/1021/1027/5925/27338/894/1026",17
"R-HSA-9918481","R-HSA-9918481","Dengue Virus-Host Interactions","85/2421","292/11287",0.291095890410959,1.35712487198203,3.23085495067383,0.00110883174062192,0.0143781771631198,0.0104198775462951,"8367/1994/1654/8970/8896/11052/10285/51645/2521/8337/53981/9343/8359/9672/5434/64135/121504/4670/3190/8363/9716/1665/9785/3312/5435/10523/5094/23450/550/27238/79109/10992/5436/6431/7448/54623/8346/5824/10291/1478/6385/1191/22863/3339/6638/10949/1499/6426/85236/2817/5725/440689/23168/8349/23352/7082/554313/9775/79869/84991/6628/10084/9646/8370/10946/3192/29959/2475/2194/23524/4686/3181/6632/6773/30849/7099/8347/7431/2147/2239/7329/6432/5437/1993/23601",85
"R-HSA-168142","R-HSA-168142","Toll Like Receptor 10 (TLR10) Cascade","34/2421","96/11287",0.354166666666667,1.6511685942448,3.34809806037494,0.00111756133402439,0.0143781771631198,0.0104198775462951,"3725/7314/5528/4214/10454/6233/9683/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/6416/28511/6195/7157",34
"R-HSA-168176","R-HSA-168176","Toll Like Receptor 5 (TLR5) Cascade","34/2421","96/11287",0.354166666666667,1.6511685942448,3.34809806037494,0.00111756133402439,0.0143781771631198,0.0104198775462951,"3725/7314/5528/4214/10454/6233/9683/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/6416/28511/6195/7157",34
"R-HSA-975871","R-HSA-975871","MyD88 cascade initiated on plasma membrane","34/2421","96/11287",0.354166666666667,1.6511685942448,3.34809806037494,0.00111756133402439,0.0143781771631198,0.0104198775462951,"3725/7314/5528/4214/10454/6233/9683/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/6416/28511/6195/7157",34
"R-HSA-190236","R-HSA-190236","Signaling by FGFR","32/2421","89/11287",0.359550561797753,1.6762689760476,3.34693894875734,0.00115643219131979,0.0147680673913727,0.0107024313351935,"2261/80004/7314/2591/6233/7049/5434/4670/5435/5515/5436/3845/10817/3265/5295/5725/4893/8569/2885/200734/6714/2254/4686/2247/9965/8074/7072/53834/161742/2263/5437/10253",32
"R-HSA-389356","R-HSA-389356","Co-stimulation by CD28","20/2421","48/11287",0.416666666666667,1.94255128734683,3.41952141763511,0.00123792134686522,0.0154776502878921,0.011216666679966,"5528/5291/5529/5527/5515/2534/7409/940/79109/5293/5295/207/2885/2475/6714/57761/5170/5294/7525/5058",20
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","39/2421","115/11287",0.339130434782609,1.58106783039707,3.27275762348323,0.00130593825824473,0.0154776502878921,0.011216666679966,"3725/7314/5528/4214/7096/10454/6233/9683/6279/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/6271/948/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/7099/6416/28511/6195/7157",39
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","39/2421","115/11287",0.339130434782609,1.58106783039707,3.27275762348323,0.00130593825824473,0.0154776502878921,0.011216666679966,"3725/7314/5528/4214/7096/10454/6233/9683/6279/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/6271/948/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/7099/6416/28511/6195/7157",39
"R-HSA-2691230","R-HSA-2691230","Signaling by NOTCH1 HD Domain Mutants in Cancer","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"7314/6868/142678/182/6233/54567/102/57534/4851",9
"R-HSA-2691232","R-HSA-2691232","Constitutive Signaling by NOTCH1 HD Domain Mutants","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"7314/6868/142678/182/6233/54567/102/57534/4851",9
"R-HSA-75035","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"7533/891/983/7534/11200/7465/1111/2810/7531",9
"R-HSA-4839743","R-HSA-4839743","Signaling by CTNNB1 phospho-site mutants","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-5339716","R-HSA-5339716","Signaling by GSK3beta mutants","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-5358747","R-HSA-5358747","CTNNB1 S33 mutants aren't phosphorylated","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-5358749","R-HSA-5358749","CTNNB1 S37 mutants aren't phosphorylated","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-5358751","R-HSA-5358751","CTNNB1 S45 mutants aren't phosphorylated","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-5358752","R-HSA-5358752","CTNNB1 T41 mutants aren't phosphorylated","9/2421","15/11287",0.6,2.79727385377943,3.63967788650165,0.00132977302106526,0.0154776502878921,0.011216666679966,"5528/5529/5527/5515/1452/1499/139285/2932/324",9
"R-HSA-6806834","R-HSA-6806834","Signaling by MET","29/2421","79/11287",0.367088607594937,1.71141227340936,3.31569360875773,0.00133229374843747,0.0154776502878921,0.011216666679966,"7314/5795/6233/5770/4233/3082/5908/3912/6456/1289/382/3845/2335/9101/1278/3265/1398/3673/5295/3909/4893/3675/84951/6774/2885/23163/6714/1399/5867",29
"R-HSA-9617629","R-HSA-9617629","Regulation of FOXO transcriptional activity by acetylation","7/2421","10/11287",0.7,3.26348616274267,3.74183478414062,0.00133992950806817,0.0154776502878921,0.011216666679966,"1387/8850/2308/23411/2033/2309/10628",7
"R-HSA-4615885","R-HSA-4615885","SUMOylation of DNA replication proteins","19/2421","45/11287",0.422222222222222,1.96845197117812,3.40146579496387,0.00134666330811126,0.0154776502878921,0.011216666679966,"7155/5111/23511/5905/51588/348995/23165/7150/8480/10762/10401/11097/55706/9972/9212/79023/9688/7329/5903",19
"R-HSA-9820952","R-HSA-9820952","Respiratory Syncytial Virus Infection Pathway","40/2421","119/11287",0.336134453781513,1.56710019819576,3.2497438558904,0.0013813068126712,0.0157706817552659,0.0114290268402705,"3480/7314/25820/1457/1387/5499/6233/5501/5869/4131/6837/9968/9672/64135/1024/3312/3837/30835/51003/6385/6923/3339/2033/9443/2817/3455/1956/7514/3456/55090/9439/6773/23097/9969/7099/5469/5045/2239/5610/3454",40
"R-HSA-69239","R-HSA-69239","Synthesis of DNA","37/2421","108/11287",0.342592592592593,1.59720883626295,3.25866847188362,0.00139350156639038,0.0158052414503751,0.0114540722814964,"7314/119504/6119/5111/57804/898/4171/51343/5684/6233/84515/84296/7324/64682/5689/7979/6117/4176/5422/5700/10714/1017/9837/5695/5706/9134/5704/51053/4172/3978/23594/990/5000/54107/11047/27338/5713",37
"R-HSA-6796648","R-HSA-6796648","TP53 Regulates Transcription of DNA Repair Genes","24/2421","62/11287",0.387096774193548,1.80469280888995,3.3199867038042,0.00146092317695827,0.0163547503706238,0.0118523018758761,"5892/3725/4331/672/4292/7936/51224/472/5434/5435/904/6829/2353/5436/2177/6923/51497/1111/2176/1025/1386/1643/5437/7157",24
"R-HSA-4086398","R-HSA-4086398","Ca2+ pathway","24/2421","62/11287",0.387096774193548,1.80469280888995,3.3199867038042,0.00146092317695827,0.0163547503706238,0.0118523018758761,"27327/8322/7855/2782/23112/7976/3845/2783/55970/1499/6934/7474/51176/808/3708/8323/5534/5330/2784/6885/26523/27161/10681/192669",24
"R-HSA-69306","R-HSA-69306","DNA Replication","57/2421","184/11287",0.309782608695652,1.44424465276655,3.17478635335088,0.00149838047123498,0.0166658576284459,0.0120777615773037,"8367/7314/119504/8970/6119/5111/57804/246243/56652/898/4171/51343/5684/6233/8337/8359/84515/84296/7324/64682/5428/121504/5689/8363/7979/3021/6117/3836/3837/8346/4176/5422/5700/10714/1017/85236/9837/5695/5706/8349/554313/9134/5704/51053/4172/3978/8370/23594/990/3014/5000/8347/54107/11047/27338/23633/5713",57
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","17/2421","39/11287",0.435897435897436,2.03220750060899,3.37415644023892,0.0015647738665686,0.0172927573459248,0.01253207635002,"3690/10125/5770/5908/2815/2335/1278/1398/1445/207/2885/6714/11069/150/5170/2812/2147",17
"R-HSA-177243","R-HSA-177243","Interactions of Rev with host cellular proteins","16/2421","36/11287",0.444444444444444,2.07205470650328,3.36648117307915,0.00166634754240203,0.0181821719183614,0.0131766358673732,"23511/5905/348995/23165/3837/8480/4869/7514/10762/11097/55706/9972/1104/79023/9688/5903",16
"R-HSA-5673000","R-HSA-5673000","RAF activation","16/2421","36/11287",0.444444444444444,2.07205470650328,3.36648117307915,0.00166634754240203,0.0181821719183614,0.0131766358673732,"5528/3717/5501/5529/8036/5527/5604/5515/3845/4296/3265/5245/4893/5894/808/6714",16
"R-HSA-5218921","R-HSA-5218921","VEGFR2 mediated cell proliferation","11/2421","21/11287",0.523809523809524,2.44206447552172,3.45631253573157,0.00176477436378984,0.0191350377558094,0.0138671785718909,"5921/7422/3845/5580/3265/4893/808/3708/8877/6714/5170",11
"R-HSA-975138","R-HSA-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation","35/2421","102/11287",0.343137254901961,1.5997481189915,3.17946860083605,0.00179358398023735,0.0193258673870574,0.0140054729723042,"3725/7314/5528/4214/10454/6233/9683/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/7099/6416/28511/6195/7157",35
"R-HSA-8866652","R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","14/2421","30/11287",0.466666666666667,2.17565744182845,3.36925317096571,0.00182234985962692,0.0195138581242037,0.0141417100236828,"7314/6233/7324/3093/54926/7319/7874/7328/7327/55236/7320/8239/7332/27338",14
"R-HSA-1483255","R-HSA-1483255","PI Metabolism","30/2421","84/11287",0.357142857142857,1.66504396058299,3.19688035698925,0.00183379250848746,0.0195151745964962,0.0141426640723028,"6305/9896/375/27124/51763/5291/8867/377/5286/90809/8897/200576/59338/9110/51573/10908/5293/5295/3635/22908/54545/23396/5728/84725/79837/30849/5294/5783/126282/5867",30
"R-HSA-5693565","R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks","28/2421","77/11287",0.363636363636364,1.69531748713905,3.19911065631171,0.00188502328197111,0.0198406602958784,0.0143785438428854,"8367/9682/7314/8970/672/165918/6233/29086/51588/472/8359/8467/121504/8363/11200/8346/85236/5599/8314/8349/554313/7336/8370/25/3014/8347/7329/7157",28
"R-HSA-450294","R-HSA-450294","MAP kinase activation","24/2421","63/11287",0.380952380952381,1.77604689128853,3.22766136270468,0.00188739459891186,0.0198406602958784,0.0143785438428854,"3725/7314/5528/10454/6233/4208/1849/5604/5515/7189/2353/3656/4790/1848/5599/1385/1846/1845/1432/5609/6885/1386/6416/6195",24
